"id","code","thumbnail","hero_image","title","category","is_vacant","is_green","leed_description","is_boma","geo_address_1","geo_address_2","geo_city","geo_province","geo_province_region","geo_country","geo_postal","geo_lat","geo_lng","geo_intersetion","sqft","vacant_sqft","description","marketing_pdf","video_url","siteplan_name","annual_average_daily_traffic","population_1km","household_1km","household_income_1km","population_3km","household_3km","household_income_3km","population_5km","household_5km","household_income_5km","social_facebook","social_twitter","social_url","vacancy_1","vacancy_2","vacancy_3","vacancy_4","vacancy_5","vacancy_6","vacancy_7","vacancy_8","vacancy_9","vacancy_10","filter_grocery_anchored","filter_urban_retail","filter_office_space","filter_under_development","sort_order","hidden","parent_name_fr","child_name_fr","leed_description_fr","geo_address_1_fr","geo_address_2_fr","geo_city_fr","geo_intersetion_fr","description_fr"
"32","CDC523","https://fcr.ca/uploads/properties/thumbs/CDC523_Thumb.jpg","https://fcr.ca/uploads/properties/gallery/CDC523_Ground1.jpg","Delta Centre","Delta Centre","1","1",NULL,"0","1 Hespeler Road",,"Cambridge","ON","central","Canada","N1R 8L4","43.3741709","-80.3181083","Hespeler Rd / Coronation Blvd","78959",NULL,"<p>Found in the heart of Cambridge is the friendly family neighbourhood of Greenway Chaplin. Close to the Cambridge&nbsp;Hospital and not to be missed off Hwy 24, is where you can find the Delta Centre. This site offers a great tenant mix including professional medical services and essential retailers Freshco, Shoppers Home Health Care, Starbucks, Dollarama and many others.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Delta_centre.pdf",,"https://fcr.ca/uploads//properties/site-plans/Delta Centre.pdf","41695","7470.48283995874","2764.21354660764","67402.1907480644","50387.0356524605","19805.681538038","87749.8795901731","107210.912974636","40518.5077041532","93245.9680440722",,,,"2672","9000","0","0","0","0","0","0","0","0","1","1","0","0","69","0",,,,,,,,"<p>Trouv&eacute; dans le coeur de Cambridge est le quartier familial amical de Greenway Chaplin.&nbsp;Pr&egrave;s du <span lang=""fr"">h&ocirc;pital </span>de Cambridge et &agrave; ne pas manquer sur la route 24, est o&ugrave; vous pouvez trouver le Delta Centre.&nbsp;Ce site offre un excellent m&eacute;lange de locataires, y compris les services m&eacute;dicaux professionnels et d&eacute;taillants essentiels Freshco, les soins de sant&eacute; &agrave; domicile Shoppers, Starbucks, Dollarama&nbsp;et bien d&#39;autres. <!-- P--></p>
"
"33","CDH188","https://fcr.ca/uploads/properties/thumbs/CDH188_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CDH188_Ground5.jpg","Derry Heights Plaza","Derry Heights Plaza","1","1",NULL,"1","6901 - 6951 Derry Road",,"Milton","ON","central","Canada","L9T 7H5","43.4959599","-79.874229","Derry Rd / Bronte St","103177",NULL,"<p>Milton is recognized as one of Ontario&rsquo;s fastest growing communities in Canada.<br />
<br />
Derry Heights Plaza is easily accessible from major highways and close proximity to major commerce centres making this dynamic municipality an attractive place to live and work.<br />
<br />
Located across the street from Milton District Hospital, Derry Heights Plaza will be ideally suited for medical, dental, pharmacy and physiotherapy clinics.<br />
<br />
Derry Heights Plaza will serve as the perfect backdrop for retail shops, financial services and casual dining.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/DerryHeightsPlaza.pdf",,"https://fcr.ca/uploads//properties/site-plans/Derry Heights Plaze.pdf","8052","4192.42658306612","1539.03322590422","102817.973936079","48062.3547687596","16355.2086695714","116200.950200332","91177.1318057391","29677.1677379953","117529.006525696",,,,"1248","0","0","0","0","0","0","0","0","0","0","1","1","1","70","0",,,,,,,,"<p>Milton est reconnu comme l&#39;unes des communaut&eacute;s de l&#39;&nbsp;Ontario &amp; rsquo;. s qui augmente le plus rapidement au Canada<br />
&nbsp;<br />
&nbsp; Derry Heights Plaza est facilement accessible gr&acirc;ce aux autoroutes principales et la&nbsp;proximit&eacute; de grands centres de commerce font de&nbsp;cette municipalit&eacute; dynamique un endroit attrayant pour vivre et travailler.<br />
&nbsp;<br />
&nbsp; Situ&eacute; en&nbsp;face de&nbsp;la rue de Milton District Hospital, Derry Heights Plaza sera parfaitement utilis&eacute; pour les&nbsp;soins m&eacute;dicaux, dentaires, de pharmacies et cliniques de physioth&eacute;rapie.<br />
&nbsp;<br />
&nbsp; Derry Heights Plaza sera servi comme lieu parfait pour les&nbsp;magasins de&nbsp;d&eacute;tail, des&nbsp;services financiers et des&nbsp;repas d&eacute;contract&eacute;s. <!-- P--></p>
"
"34","CDC246","https://fcr.ca/uploads/properties/thumbs/CDC246_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CDC246_Ground3.jpg","Dufferin Corners","Dufferin Corners","1","1",NULL,"1","1881 Steeles Avenue West",,"Toronto","ON","central","Canada","M3H 5Y4","43.7863818","-79.4687643","Dufferin St / Steeles Ave W","74742",NULL,"<p>Dufferin Corners is situated in a densely populated and vibrant neighbourhood. Anchored by Shoppers Drug Mart, RBC and TD Canada Trust this fantastic location is set on a prime intersection with easy access to public transit in all directions.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Dufferin_Corners.pdf",,"https://fcr.ca/uploads//properties/site-plans/Dufferin_Corners (1).pdf","54525","10342.4831603654","3444.08504982293","100214.365880055","90478.5347194407","32852.3255660089","89742.4225854291","257918.580763617","97338.8490285266","90014.1976692569",,,,"2000","4529","614","0","0","0","0","0","0","0","0","1","1","0","71","0",,,,,,,,"<p>Dufferin Corners est situ&eacute; dans un quartier dens&eacute;ment peupl&eacute; et dynamique.&nbsp;Ancr&eacute; par Shoppers Drug Mart, RBC et TD Canada Trust, cet endroit fantastique est situ&eacute; sur une intersection privil&eacute;gi&eacute;e avec un acc&egrave;s facile au transport en commun dans toutes les directions. <!-- P--></p>
"
"35","CFM447","https://fcr.ca/uploads//properties/thumbs/CFM447_Thumb.jpg","https://fcr.ca/uploads//properties/hero/CFM447_Header.jpg","Fairview Mall","Fairview Mall","1","1",NULL,"0","285 Geneva Street",,"St. Catharines","ON","central","Canada","L2N 2G1","43.1777434","-79.2444518","Geneva St / QEW / North Service Rd / Lake St","392153",NULL,"<p>Off the south shores of Lake Ontario in the largest Niagara region and urban core, is the city of St. Catherines. Known as &quot;The Garden City&quot;, this beautiful place is home to Fairview Mall. With over 50 shops to choose from including anchoring stores Wal-Mart, LCBO and Winners Fairview Mall is a favourable shopping destination.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Fairview Mall_Group-Brochure.pdf",,"https://fcr.ca/uploads//properties/site-plans/FairView Mall.pdf","21050","8542.72240928747","4088.13341837889","65764.837904085","67789.6067008143","30609.7273962169","73785.1532131025","115842.79831451","50472.8157997523","77502.0656694143",,,"https://www.fairviewmallstcatharines.com/","1316","4364","3600","2035","4895","0","0","0","0","0","1","1","0","0","76","0",,,,,,,,"<p>Au large de la rive sud du lac Ontario, dans la plus grande r&eacute;gion de Niagara et du noyau urbain, est la ville de St. Catherines.&nbsp;Connu comme La ville de jardin&rdquo;, ce bel endroit est la maison &agrave; Fairview Mall.&nbsp;Avec plus de 50 magasins &agrave; choisir, tels que les magasins d&#39;ancrage Wal-Mart, la LCBO et Winners, Fairview Mall est une destination de magasinage favorable. <!-- P--></p>
"
"36","CFP040","https://fcr.ca/uploads/properties/thumbs/CFP040_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CFP040_Ground4.JPG","Fairway Plaza","Fairway Plaza","1","1","2010 LCBO - LEED Canada Core and Shell (CS) v1.0 Silver Certification","1","655 Fairway Road South",,"Kitchener","ON","central","Canada","N2C 1X4","43.4189236","-80.4501358","Fairway Rd S / Manitou Dr","174517",NULL,"<p>The largest city situated within the Grand River watershed is the vibrant Kitchener, Ontario. A city with an extraordinarily dynamic metropolitan economy, Fairway Plaza is an established commercial node featuring regional and neighbourhood amenities. Fairway Plaza offers close to 40 services and retailers including key tenants GoodLife Fitness, Winners/Home Sense and Food Basics making it the must shop destinations.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Fairway_Plaza-MULTI.pdf",,"https://stage.fcr.ca/uploads//properties/site-plans/Fairway-Plaza.pdf","30587","5888.8263842836","2692.2811485976","75439.6100563181","51170.3215658083","21605.3249430159","73582.8879034337","145246.111969723","58727.9321086489","88413.7486059811",,,,"5178","4506","0","0","0","0","0","0","0","0","1","1","0","0","77","0",,,,,,,,"<p>La plus grande ville situ&eacute;e dans le bassin versant du Grand River est la ville anim&eacute;e de Kitchener, Ontario.&nbsp;Une ville avec une &eacute;conomie m&eacute;tropolitaine extraordinairement dynamique, Fairway Plaza est un noeud commercial &eacute;tabli avec des am&eacute;nagements r&eacute;gionaux et du voisinage.&nbsp;Fairway Plaza offre pr&egrave;s de 40 services et d&eacute;taillants, y compris les locataires cl&eacute;s GoodLife Fitness, Winners / Home Sense et Food Basics rendant cette destination incontournable. <!-- P--></p>
"
"37","CFP041",NULL,NULL,"Fairway Plaza","Fairway East","1","1",NULL,"1","569/589 Fairway Road South",,"Kitchener","ON","central","Canada","N2C 1X4","43.4195716","-80.4474237","Fairway Rd S / Manitou Dr","72696",NULL,"<p>The largest city situated within the Grand River watershed is the vibrant Kitchener, Ontario. A city with an extraordinarily dynamic metropolitan economy, Fairway Plaza is an established commercial node featuring regional and neighbourhood amenities. Fairway Plaza offers close to 40 services and retailers including key tenants GoodLife Fitness, Winners/Home Sense and Food Basics making it the must shop destinations.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Fairway_Plaza-MULTI.pdf",,"https://fcr.ca/uploads//properties/site-plans/Fairway Plaza.pdf","30587","5888.826384","2692.281149","75440.61006","51170.32157","21605.32494","73583.8879","145246.112","58727.93211","88414.74861",,,,"1497","2206","843","0","0","0","0","0","0","0","0","1","1","0","78","1",,,,,,,,"<p>La plus grande ville situ&eacute;e dans le bassin versant du Grand River est la ville anim&eacute;e de Kitchener, Ontario.&nbsp;Une ville avec une &eacute;conomie m&eacute;tropolitaine extraordinairement dynamique, Fairway Plaza est un noeud commercial &eacute;tabli avec des am&eacute;nagements r&eacute;gionaux et du voisinage.&nbsp;Fairway Plaza offre pr&egrave;s de 40 services et d&eacute;taillants, y compris les locataires cl&eacute;s GoodLife Fitness, Winners / Home Sense et Food Basics rendant cette destination incontournable. <!-- P--></p>
"
"38","CFP042","https://fcr.ca/uploads//properties/thumbs/CFP042_Thumb.jpg","https://fcr.ca/uploads//properties/hero/CFP042_Header.jpg","560 Fairway Road S.","560 Fairway Road S.","0","1",NULL,"0","560 Fairway Road South",,"Kitchener","ON","central","Canada","N2C 1X3","43.4205868","-80.4491669","Fairway Rd S / Manitou Dr","12946",NULL,"<p>The largest city situated within the Grand River watershed is the vibrant Kitchener, Ontario. A city with an extraordinarily dynamic metropolitan economy, Fairway Plaza is an established commercial node featuring regional and neighbourhood amenities. Fairway Plaza offers close to 40 services and retailers including key tenants GoodLife Fitness, Winners/Home Sense and Food Basics making it the must shop destinations.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Fairway_Plaza-MULTI.pdf",,"https://fcr.ca/uploads//properties/site-plans/Fairway Plaza.pdf","30587","5888.826384","2692.281149","75441.61006","51170.32157","21605.32494","73584.8879","145246.112","58727.93211","88415.74861",,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","7","0",,,,,,,,"<p>La plus grande ville situ&eacute;e dans le bassin versant du Grand River est la ville anim&eacute;e de Kitchener, Ontario.&nbsp;Une ville avec une &eacute;conomie m&eacute;tropolitaine extraordinairement dynamique, Fairway Plaza est un noeud commercial &eacute;tabli avec des am&eacute;nagements r&eacute;gionaux et du voisinage.&nbsp;Fairway Plaza offre pr&egrave;s de 40 services et d&eacute;taillants, y compris les locataires cl&eacute;s GoodLife Fitness, Winners / Home Sense et Food Basics rendant cette destination incontournable. <!-- P--></p>
"
"39","CFP043",NULL,NULL,"Fairway Plaza","Fairway Plaza","1","1",NULL,"0","10 Manitou Drive",,"Kitchener","ON","central","Canada","N2C 2N3","43.4184942","-80.4531668","Fairway Rd S / Manitou Dr","25094",NULL,"<p>The largest city situated within the Grand River watershed is the vibrant Kitchener, Ontario. A city with an extraordinarily dynamic metropolitan economy, Fairway Plaza is an established commercial node featuring regional and neighbourhood amenities. Fairway Plaza offers close to 40 services and retailers including key tenants GoodLife Fitness, Winners/Home Sense and Food Basics making it the must shop destinations.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Fairway_Plaza-MULTI.pdf",,"https://fcr.ca/uploads//properties/site-plans/Fairway Plaza.pdf","30587","5888.826384","2692.281149","75442.61006","51170.32157","21605.32494","73585.8879","145246.112","58727.93211","88416.74861",,,,"4500","5700","0","0","0","0","0","0","0","0","0","1","0","1","79","1",,,,,,,,"<p>La plus grande ville situ&eacute;e dans le bassin versant de du Grand River est la ville anim&eacute;e de Kitchener, Ontario.&nbsp;Une ville avec une &eacute;conomie m&eacute;tropolitaine extraordinairement dynamique, Fairway Plaza est un noeud commercial &eacute;tabli avec des am&eacute;nagements r&eacute;gionaux et du voisinage.&nbsp;Fairway Plaza offre pr&egrave;s de 40 services et d&eacute;taillants, y compris les locataires cl&eacute;s GoodLife Fitness, Winners / Home Sense et Food Basics rendant cette destination incontournable. <!-- P--></p>
"
"40","CGC902","https://fcr.ca/uploads//properties/thumbs/CGC902_Thumb.jpg","https://fcr.ca/uploads//properties/hero/CGC902_Header.jpg","Gloucester City Centre","Gloucester City Centre","1","1","2015 - LEED Canada Core and Shell (CS) 2009 Certification","0","1980 Ogilvie Road",,"Ottawa","ON","central","Canada","K1J 9L3","45.4325406","-75.6103352","Blair Rd / Ogilvie Rd / City Park Dr","369117",NULL,"<p>Towards the east of Ottawa, on the edge of the greenbelt is the neighbourhood of Gloucester. Located near the CSIS Headquarters, Gloucester City Centre is the shopping destination for all your needs. With more than 48 brand name stores including key tenants Loblaws, Wal-Mart, and Shoppers Drug Mart to name a few, and the stop for the 2018 light rail &quot;O&quot; train, this centre is where you want to be.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Glouchester_City_Centre.pdf",,"https://fcr.ca/uploads//properties/site-plans/Gloucester_City_Centre.pdf","29270","4725.36668962985","2000.52873416245","92863.6288150179","50311.7336055171","20735.8821506505","99041.7333993116","118506.089397879","53276.4185059308","93286.8181761264",,,"https://www.gloucestershoppingcentre.ca/","2018","436","1662","1760","1195","2254","1984","1082","1609","1810","1","1","1","0","92","0",,,,,,,,"<p>Vers l&#39;est d&#39;Ottawa, au bord de la ceinture de verdure est le quartier de Gloucester.&nbsp;Situ&eacute; pr&egrave;s du si&egrave;ge du SCRS, Gloucester City Centre est la destination de magasinage pour tous vos besoins.&nbsp;Avec plus de 48 magasins de noms de marque, y compris les locataires cl&eacute;s Loblaws, Wal-Mart, et Shoppers Drug Mart pour en nommer quelques-uns, et l&#39;arr&ecirc;t pour le train l&eacute;ger sur rail 2018 O&rdquo;&nbsp;train, ce centre est l&#39;endroit o&ugrave; vous voulez &ecirc;tre. <!-- P--></p>
"
"41","CGS363","https://fcr.ca/uploads/properties/thumbs/CGS363_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CGS363_header.jpg","Grimsby Square Shopping Centre","Grimsby Square Shopping Centre","0","1","2015 - LEED Canada Core and Shell (CS) v1.0 Certification","1","44 Livingston Avenue",,"Grimsby","ON","central","Canada","L3M 1L1","43.1976226","-79.5690338","Livingston Ave / QEW","161843.29",NULL,"<p>Over the past decade, Grimsby has experienced significant growth and continues to flourish. Strategically situated in the densely populated neighbourhood is the biggest mall in town, Grimbsy Square Shopping Centre. This centre offers over 17 brand name stores including the notable Sobeys, Canadian Tire, Mark&#39;s and so many more.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Grimsby-Square-MULTI.pdf",,"https://fcr.ca/uploads//properties/site-plans/Grimsby_Square (2).pdf","20294","4631.50584922731","2019.83488149568","83230.3358783262","18524.7196103958","7242.3758070739","108636.970676707","26695.7509002215","10481.2897017226","111482.114492064",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","98","0",,,,,,,,"<p>Au cours de la derni&egrave;re d&eacute;cennie, Grimsby a connu une croissance importante et continue de prosp&eacute;rer.&nbsp;Strat&eacute;giquement situ&eacute; dans le quartier dens&eacute;ment peupl&eacute; est le plus grand centre commercial de la ville, le centre commercial Grimbsy Square.&nbsp;Ce centre offre plus de 17 magasins de marque, y compris le Sobeys notable, Canadian Tire, Mark&rsquo;s et tant d&#39;autres <!-- P--></p>
"
"42","CGS364",NULL,NULL,"Grimsby Square Shopping Centre","Grimsby-68-70-72 Livingston","1","1","2015 - LEED Canada Core and Shell (CS) v1.0 Certification","1","70 Livingston Avenue",,"Grimsby","ON","central","Canada","L3M 1K9","43.1967904","-79.5714456","Livingston Ave / QEW","4898",NULL,"<p>Over the past decade, Grimsby has experienced significant growth and continues to flourish. Strategically situated in the densely populated neighbourhood is the biggest mall in town, Grimbsy Square Shopping Centre. This centre offers over 17 brand name stores including the notable Sobeys, Canadian Tire, Mark&#39;s and so many more.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Grimsby-Square-MULTI.pdf",,,"20294","4631.505849","2019.834881","83231.33588","18524.71961","7242.375807","108637.9707","26695.7509","10481.2897","111483.1145",,,,"2183","0","0","0","0","0","0","0","0","0","0","1","0","0","99","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<P> Au cours de la dernière décennie, Grimsby a connu une croissance importante et continue de prospérer. Stratégiquement situé dans le quartier densément peuplé est le plus grand centre commercial de la ville, centre commercial Grimbsy Square. Ce centre offre plus de 17 magasins de marque, y compris le Sobeys notable, Canadian Tire, Mark’s et tant d'autres </ P>"
"43","CHH622","https://fcr.ca/uploads/properties/thumbs/CHH622_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CHH622_Ground5.jpg","Halton Hills Village","Halton Hills Village","0","1","2015 - LEED Canada Core and Shell (CS) v1.0 Silver Certification","1","361 - 375 Mountainview Road South",,"Georgetown","ON","central","Canada","L7G 5X3","43.6317459","-79.8759869","Mountainview Rd / Argyll Rd","111721",NULL,"<p>Located in the northwestern end of the GTA, in town of Halton Hills is the model property for First Capital, stylish design and smartly laid out. In this up and coming affluent community of Georgetown, sits the attractive Halton Hills Village. This shopping centre offers more than 20 brand name shops, boutiques and services including a 24 hours Metro, TD Canada Trust and LCBO.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Halton_Hills_Village (1).pdf",,"https://fcr.ca/uploads//properties/site-plans/Halton Hills Village.pdf","19057","9677.92885326128","2919.73444861919","161869.752203402","25772.669670932","8416.3755499199","142399.87747095","40344.2236407679","14078.127018475","132872.436206781",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","100","0",,,,,,,,"<p>Situ&eacute; &agrave; l&#39;extr&eacute;mit&eacute; nord-ouest de la RGT, dans la ville de Halton Hills est la propri&eacute;t&eacute; de mod&egrave;le pour First Capital, un plan &eacute;l&eacute;gant et intelligemment con&ccedil;u.&nbsp;Dans cette communaut&eacute; de Georgetown qui continue &agrave; &eacute;voluer, se trouve la jolie Halton Hills Village.&nbsp;Ce centre commercial offre plus de 20 magasins de marque, des boutiques et des services, y compris un 24 heures de m&eacute;tro, TD Canada Trust et la LCBO. <!-- P--></p>
"
"44","CHP182","https://fcr.ca/uploads/properties/thumbs/CHP182_Thumb.jpg","https://fcr.ca/uploads/properties/gallery/CHP182_Ground1.jpg","Harwood Plaza","Harwood Plaza","1","1",NULL,"1","280 - 350 Harwood Avenue South",,"Ajax","ON","central","Canada","L1S 2J1","43.845992","-79.021327","Harwood Ave S / Bayly St W","216544",NULL,"<p>Known for the largest waterfront parkland in the GTA is the town of Ajax. Easily accessible from Highway 401 in the downtown shopping district, Harwood Plaza is surrounded by an expanding residential community including two new residential towers directly across the street, this plaza offers over 30 brand name stores. This site offers a strong mix of tenants including key tenants GoodLife Fitness, Shoppers Drug Mart and many others.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Thickson Place.pdf",,"https://stage.fcr.ca/uploads//properties/site-plans/Harwood-Plaza.pdf","20590","8307.96674766392","3581.07058421941","73957.222403675","58693.9631283758","20729.2366036833","106050.748142299","123523.864133812","41067.3188734087","110833.279346072",,,,"2522","2968","1312","0","0","0","0","0","0","0","1","1","1","0","103","0",,,,,,,,"<p>Connu pour le plus grand parc au bord de l&rsquo;eau dans la r&eacute;gion du Grand Toronto est la ville d&#39;Ajax.&nbsp;Facilement accessible depuis l&#39;autoroute 401, dans le quartier du centre commercial, Harwood Plaza est entour&eacute; par une communaut&eacute; r&eacute;sidentielle en expansion, y compris deux nouvelles tours r&eacute;sidentielles directement &agrave; travers la rue, Harwood Plaza offre plus de 30 magasins de marque.&nbsp;Ce site offre un vaste m&eacute;lange de locataires; dont les locataires cl&eacute;s sont GoodLife Fitness, Shoppers Drug Mart et encore plus. <!-- P--></p>
"
"45","CHS232","https://fcr.ca/uploads/properties/thumbs/CHS232_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CHS232_Ground1.jpg","Humbertown Shopping Centre","Humbertown Shopping Centre","1","1",NULL,"0","270 The Kingsway",,"Toronto","ON","central","Canada","M9Z 3T7","43.661823","-79.519696","Dundas St W / Royal York Rd","148040",NULL,"<p>To the west of the city of Toronto is the affluent enclave of Humber Valley. Known for its rolling landscape and mature tree-lined streets, this tranquil setting features a mix of old English and contemporary-style homes on ravine lots, with more residential developments on the way.<br />
Humbertown Shopping Centre is more than a place to shop, it&rsquo;s a village within a village proving for everyday shopping needs and a desirable destination for people to connect with family and friends.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Humbertown Shopping Centre.pdf",,"https://fcr.ca/uploads//properties/site-plans/Humbertown-Shopping-Centre.pdf","41555","9231.33963361662","3887.90149364155","219030.479933992","107718.810350858","44602.628677508","150994.14669599","342577.679449337","140089.218450717","112807.272653131",,,,"1011","1160","1194","2352","1415","500","400","476","5706","749","1","1","1","0","104","0",,,,,,,,"<p>A l&#39;ouest de la ville de Toronto est l&#39;enclave riche de Humber Valley.&nbsp;Connu pour son paysage vallonn&eacute; et ses&nbsp;rues sophistiqu&eacute;es bord&eacute;es d&#39;arbres, ce cadre paisible propose un m&eacute;lange de vieilles maisons anglaises et de style contemporain sur les&nbsp;lots ravin, avec des&nbsp;d&eacute;veloppements plus r&eacute;sidentiels sur le chemin.<br />
&nbsp;<br />
Le centre commercial Humbertown est plus qu&#39;un lieu pour faire du&nbsp;magasinage, c&rsquo;est un village dans un village cr&eacute;&eacute; pour les&nbsp;besoins commerciaux quotidiens et pour &ecirc;tre une destination de&nbsp;choix pour les&nbsp;gens de&nbsp;se connecter avec la&nbsp;famille et les&nbsp;amis <!-- P--></p>
"
"46","CHP508","https://fcr.ca/uploads/properties/thumbs/CHP508_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CHP508_Ground4.jpg","Hyde Park Plaza","Hyde Park Plaza","0","1",NULL,"1","640 Hyde Park",,"London","ON","central","Canada","N6H 4N2","42.9746694","-81.3203858","Oxford St W / Hyde Park Rd","51751",NULL,"<p>Located in the neighbourhood of Oakridge, in London Ontario, this strong family oriented neighbourhood has shown continuous growth in demographics making it an ideal location for Hyde Park Plaza. Anchored by Shoppers Drug Mart, Starbucks and the Bank of Montreal, this centre is strategically situated on a densely travelled traffic corridor, and can be easily seen from all directions.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Hyde Park Plaza.pdf",,"https://fcr.ca/uploads//properties/site-plans/Hyde_Park_Plaza.pdf","19956","7870.47045608982","3192.7012257129","114124.965785249","48452.0430274596","19488.5205273086","108440.287454304","128338.574498665","54323.8656474028","92912.0560711299",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","106","0",,,,,,,,"<p>Situ&eacute; dans le quartier de Oakridge, &agrave; London, en Ontario, ce quartier fortement familial montrant une croissance continuelle de la d&eacute;mographie en fait un endroit id&eacute;al pour Hyde Park Plaza.&nbsp;Ancr&eacute; par Shoppers Drug Mart, Starbucks et la Banque de Montr&eacute;al, ce centre est strat&eacute;giquement situ&eacute; sur un couloir de circulation dense parcourue, et peut &ecirc;tre facilement vu de toutes les directions. <!-- P--></p>
"
"47","CLS534","https://fcr.ca/uploads/properties/thumbs/CLS534_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CLS534_Ground2.jpg","Laurelwood Shopping Centre","Laurelwood Shopping Centre","0","1",NULL,"1","440 - 450 Columbia Street West",,"Waterloo","ON","central","Canada","N2T 2W1","43.46846","-80.5686785","Fischer-Hallman Rd / Columbia St W","93612",NULL,"<p>Situated in the northwest corner of Waterloo, is one of the regions most coveted neighborhoods, Laurelwood.<br />
<br />
Laurelwood Shopping Plaza is situated in this active and thriving community located close to the University of Waterloo and Wilfrid Laurier University.<br />
<br />
Recently undergone an extensive renovation this centre is anchored by Sobeys, LCBO and TD Canada Trust, offering residents a mix of amenities and services for their everyday needs.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/LaurelwoodShoppingCenter.pdf",,"https://fcr.ca/uploads//properties/site-plans/Laurelwood_Shopping_Centre.pdf","16132","5571.46867375448","1856.94588697702","184479.191390309","49610.5504300112","17465.6400483493","123258.348636013","103284.611864772","39960.127255605","104147.059026497",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","123","0",,,,,,,,"<p>Situ&eacute; dans le coin nord -&nbsp;ouest de Waterloo, le Plaza est dans l&#39;une des r&eacute;gions les&nbsp;plus convoit&eacute;s, Laurelwood.<br />
&nbsp;<br />
&nbsp; Laurelwood Shopping Plaza est situ&eacute; dans cette communaut&eacute; tr&egrave;s&nbsp;active et croissante situ&eacute;e &agrave;&nbsp;proximit&eacute; de l&#39;Universit&eacute; de Waterloo et de l&rsquo;Universit&eacute; Wilfrid Laurier.<br />
&nbsp;<br />
&nbsp; Le centre a r&eacute;cemment subi une r&eacute;novation compl&egrave;te et est maintenant ancr&eacute; par Sobeys, LCBO et TD Canada Trust, offrant aux&nbsp;r&eacute;sidents un m&eacute;lange d&#39;&eacute;quipements et de&nbsp;services pour leurs besoins quotidiens. <!-- P--></p>
"
